0.707f02+0.707f01,-0.707f02+0.707f01,class
0.41781,-1.052891,-1
-1.845662,-0.176929,1
0.806821,0.034715,1
0.275654,-1.336463,-1
1.191499,-0.009097,-1
1.356216,-0.5953,-1
0.720434,-1.443206,-1
-0.34075,1.426974,1
1.873911,0.318361,1
-0.483103,0.448853,1
-0.844427,-1.050869,1
-0.599651,0.301194,-1
0.749583,0.545969,1
-1.141263,0.980001,-1
0.616593,-0.067835,1
0.941858,-0.298335,-1
-0.736183,-0.39676,1
-0.546773,-1.687975,-1
0.710498,0.788726,1
-0.315295,1.410005,1
1.482765,-0.949565,1
0.608842,0.277954,-1
-1.143534,-0.907344,1
-0.480861,0.189476,1
-0.464218,0.512991,-1
2.298207,0.502249,1
-0.782862,-0.495763,1
-0.992135,-0.006441,-1
0.774367,0.979445,-1
-1.44115,0.1993,-1
1.07762,-0.393081,-1
1.236309,-1.196021,1
-1.386698,0.239611,-1
1.28347,0.541062,-1
-0.077002,1.250918,1
-0.424201,1.31524,-1
1.221172,-0.34852,-1
-0.599646,0.35635,1
0.37477,0.142872,1
1.725372,-0.19786,1
0.02196,0.782802,1
-1.292698,-0.39044,1
1.774819,-0.855492,-1
0.234947,0.226119,1
0.040334,0.644205,1
-1.831522,-0.219356,1
-1.207072,0.405095,-1
0.371844,-1.084715,-1
-1.463834,-0.502181,1
-0.686107,-2.043675,-1
-1.380347,0.06212,-1
-0.933381,0.777777,-1
1.445412,0.633709,-1
0.595363,-0.271492,1
-0.217878,-0.722709,1
-0.184584,0.023322,1
0.776418,0.086333,-1
0.195189,0.550168,1
-1.018989,0.215597,-1
1.05373,-1.152334,-1
-1.388861,-0.294277,1
0.16786,0.124895,1
-1.606001,-0.911624,1
-2.086087,-0.162805,1
1.375476,1.523987,-1
-1.318176,-0.647839,1
-0.661347,-1.912853,-1
2.291112,0.19818,1
-1.329442,-0.039703,-1
-1.074929,-0.749648,1
0.861526,0.849856,-1
-0.24691,-1.209927,-1
0.372027,0.336557,1
0.03099,-1.270012,-1
1.574701,-0.843487,-1
-0.79485,-0.079261,1
0.079781,-1.282029,-1
0.941069,-1.321561,-1
0.074318,1.161831,1
-0.783408,0.644918,-1
-1.182311,0.542988,-1
1.306822,0.744011,-1
0.956642,-1.122147,-1
0.809668,0.270898,1
2.216917,0.894703,1
1.311755,0.526921,-1
0.14487,-0.881785,1
-0.762537,0.778922,-1
-0.183783,1.21626,1
2.255778,0.488103,1
-0.496347,1.087537,-1
1.2467,0.549544,-1
-0.418586,0.783474,-1
-1.595306,0.200702,-1
-0.32811,0.305458,1
-0.531914,-1.575539,-1
1.9517,0.367866,1
-0.481668,-1.074176,1
1.897838,-1.14258,-1
-0.339289,2.022382,1
-1.347106,0.137786,-1
1.202836,0.282244,-1
2.418436,0.707328,1
1.353361,-0.923411,-1
-1.004833,0.386725,-1
2.312343,0.417394,1
-0.906688,-1.469498,-1
1.585324,-0.634881,-1
-0.74534,0.055099,1
0.717111,1.24886,-1
0.471627,-0.110982,-1
-0.96734,0.574119,-1
-0.160703,-0.226861,1
-1.57546,0.786212,-1
-0.51281,-1.424918,-1
1.370443,0.482376,-1
0.360473,-1.803166,-1
1.158956,-0.200026,-1
0.513439,1.04236,1
1.016734,-1.302462,-1
-0.608306,-1.838599,-1
0.844301,0.05381,1
1.732453,-0.077647,-1
1.251566,-0.516109,-1
-0.574351,-1.688684,-1
0.894511,0.09695,-1
1.915649,0.531212,1
-0.872575,0.683025,-1
-0.755368,-1.564242,-1
0.967373,0.444159,-1
0.213577,0.574212,1
-1.248089,0.364077,-1
-1.258038,-0.255374,1
-0.042315,1.725409,1
0.315468,1.381769,1
-1.552128,0.738835,-1
1.68008,-0.639116,-1
1.164748,1.508414,-1
0.284291,0.582704,1
-0.92707,0.996211,-1
0.503202,-0.541837,1
2.390126,0.396186,1
-1.165362,0.262964,-1
1.349117,-0.941797,-1
1.791759,-1.248659,-1
1.018461,2.644769,-1
